Subcategory,ITEM_DESC,SOURCE,ITEM,Subcategory2
Facility Fee,*AIRPORT FEES-NOX LEVY,Services,2AC,
Facility Fee,*AIRPORT FEES-OIRSA,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATING FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATING FEES,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATION CHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONAL,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONAL SETUP,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONAL SETUPS,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONS,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONS,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONS FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-OPERATIONS SURCHARGE,Services,2AC,
Facility Fee,"*AIRPORT FEES-OTHER SERVICES - TECH ASSISTANCE, FUEL SUPPLY, & TRASH REMOVAL",Services,7AC,
Facility Fee,"*AIRPORT FEES-OTHER SERVICES - TECH, ASSISTANCE & CORRECTIONS",Services,7AC,
Facility Fee,*AIRPORT FEES-OVERNIGHT FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-OVERTIME NIGHTFEE,Services,2AC,
Facility Fee,*AIRPORT FEES-OVERTIME TWR,Services,2AC,
Facility Fee,*AIRPORT FEES-P.S.F.C.,Services,2AC,
Facility Fee,*AIRPORT FEES-PACT RCPT:2736-2739,Services,2AC,
Facility Fee,*AIRPORT FEES-PAF MEETING REPRESENTAITON,Services,2AC,
Facility Fee,*AIRPORT FEES-PARTICIPATION,Services,2AC,
Facility Fee,*AIRPORT FEES-PARTICIPATION,Services,2AC,
Facility Fee,*AIRPORT FEES-PARTICIPATION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PASSENGER AVIATION SERVICE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PASSES,Services,2AC,
Facility Fee,*AIRPORT FEES-PAX,Services,2AC,
Facility Fee,*AIRPORT FEES-PAX OUT,Services,2AC,
Facility Fee,"*AIRPORT FEES-PAX TAX, DEPARTURE GENERAL AVIATION TERMINAL SERVICE CHARGE, PASSENGER SECURITY ",Services,2AC,
Facility Fee,*AIRPORT FEES-PBS,Services,2AC,
Facility Fee,*AIRPORT FEES-PEAK TIME SURCHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-PER TURN USAGE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PERFECT LAND PACKAGE,Services,2AC,
Facility Fee,*AIRPORT FEES-PERFECT LAND PACKAGE,Services,2AC,
Facility Fee,*AIRPORT FEES-PLATFORM,Services,2AC,
Facility Fee,*AIRPORT FEES-POSITIONING CHARGE,Services,7AC,
Facility Fee,*AIRPORT FEES-PPR,Services,2AC,
Facility Fee,*AIRPORT FEES-PPR & CANCELLATION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PRM,Services,2AC,
Facility Fee,*AIRPORT FEES-PRM CHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-PRM FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PRM LEVY,Services,2AC,
Facility Fee,*AIRPORT FEES-PROCESSING FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PROCESSING FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PSC,Services,2AC,
Facility Fee,*AIRPORT FEES-PSC FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-PSFC,Services,2AC,
Facility Fee,*AIRPORT FEES-REBILLABLES,Services,2AC,
Facility Fee,*AIRPORT FEES-REBILLABLES,Services,2AC,
Facility Fee,*AIRPORT FEES-REGISTRY ACCOUNT MANAGEMENT,Services,2AC,
Facility Fee,*AIRPORT FEES-RELOCATION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-RELOCATION FEES,Services,2AC,
Facility Fee,*AIRPORT FEES-REPRESENTATION,Services,2AC,
Facility Fee,*AIRPORT FEES-REPRESENTATION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-RNFC CHARGES,Services,7AC,
Facility Fee,*AIRPORT FEES-ROUTE PROTECTION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-ROUTE PROTECTION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-ROYALTY FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-ROYALTY FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-RUNWAY FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-RVA,Services,2AC,
Facility Fee,*AIRPORT FEES-SCREENING,Services,2AC,
Facility Fee,*AIRPORT FEES-SCREENING FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SCREENING SERVICES,Services,2AC,
Facility Fee,*AIRPORT FEES-SEPA,Services,2AC,
Facility Fee,*AIRPORT FEES-SERVICE,Services,2AC,
Facility Fee,*AIRPORT FEES-SERVICE CHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-SERVICE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SIGNATURE FLIGHT SUPPORT / INFRASTRUCTURE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SIGNATURE FLIGHT SUPPORT BFI / INFRASTRUCTURE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SIGNATURE FLIGHT SUPPORT BOS / INFRASTRUCTURE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SIGNATURE FLIGHT SUPPORT ORD / INFRASTRUCTURE FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SNOW FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-SOGEAC,Services,2AC,
Facility Fee,*AIRPORT FEES-STANDARD SERVICE CHARGE,Services,7AC,
Facility Fee,*AIRPORT FEES-STAYOVER,Services,2AC,
Facility Fee,*AIRPORT FEES-SUPERVISION,Services,2AC,
Facility Fee,*AIRPORT FEES-SURCHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-SURCHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-SURCHARGE ON DN/WIR/1901646,Services,2AC,
Facility Fee,*AIRPORT FEES-SXM AIRWAYS,Services,2AC,
Facility Fee,*AIRPORT FEES-TAA FEE,Services,7AC,
Facility Fee,*AIRPORT FEES-TAFS FOLDER,Services,2AC,
Facility Fee,*AIRPORT FEES-TAG,Services,2AC,
Facility Fee,*AIRPORT FEES-TASP,Services,7AC,
Facility Fee,*AIRPORT FEES-TAX FREE,Services,2AC,
Facility Fee,*AIRPORT FEES-TAXING SERVICE,Services,2AC,
Facility Fee,*AIRPORT FEES-TBPB,Services,2AC,
Facility Fee,*AIRPORT FEES-TBPB SERVICE CHARGE,Services,2AC,
Facility Fee,*AIRPORT FEES-TCA,Services,2AC,
Facility Fee,*AIRPORT FEES-TCAA,Services,7AC,
Facility Fee,*AIRPORT FEES-TECH ASSISTANCE & PRINTOUT,Services,7AC,
Facility Fee,*AIRPORT FEES-TECHNICAL SERVICE,Services,2AC,
Facility Fee,*AIRPORT FEES-THIRD PARTY FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-THIRD PARTY SERVICES,Services,2AC,
Facility Fee,*AIRPORT FEES-THIRD PRTY CHARGES,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURISM DEVELOPMENT,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURISM DEVELOPMENT FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURISM DEVELOPMENT FEE INTL,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURISM ENHANCEMENT,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURISM ENHANCEMENT FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURIST FER,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURIST TAX,Services,2AC,
Facility Fee,*AIRPORT FEES-TOURIST TAX,Services,2AC,
Facility Fee,*AIRPORT FEES-TOWER & AGRICULTURE,Services,2AC,
Facility Fee,*AIRPORT FEES-TRANSACTION FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-TRANSFER FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-TRANSPORTATION,Services,2AC,
Facility Fee,*AIRPORT FEES-TRAVEL PROMOTION LEVY,Services,2AC,
Facility Fee,*AIRPORT FEES-TRAVEL PROMOTION LEVY,Services,2AC,
Facility Fee,*AIRPORT FEES-UKBF ATTENDANCE,Services,2AC,
Facility Fee,*AIRPORT FEES-USER FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-VEHICLE ACCESS,Services,2AC,
Facility Fee,*AIRPORT FEES-VSAT FEE,Services,2AC,
Facility Fee,*AIRPORT FEES-WASHING UP,Services,2AC,
Facility Fee,*AIRPORT FEES-WEIGHT CHARGE,Services,7AC,
Facility Fee,*AIRPORT FEES-WSU,Services,2AC,
Facility Fee,*AIRPORT FEES-ZAA,Services,7AC,
Facility Fee,*AIRPORT FEES-ZAS SERVICES,Services,2AC,
Facility Fee,*MISCELLANEOUS-AIRPORT FEE,Services,2MISC,
Facility Fee,AIRPORT FEES-PNP EXIT CLEARANCE,Services,2AC,
Facility Fee,AIRPORT FEES-SPECIAL TAXES,Services,2AC,
Facility Fee,*COMMISSION FEE-10%,Services,2CSF,
Facility Fee,*COMMISSION FEE-15%,Services,2CSF,
Facility Fee,*COMMISSION FEE-7%,Services,2CSF,
Facility Fee,*COMMISSION FEE-AIRPORT,Services,2CSF,
Facility Fee,*COMMON USE TERMINAL EQUIPMENT (CUTE)-COMMON USE FEE,Services,2GE,
Facility Fee,*TERMINAL FEES,Services,2TOF,
Facility Fee,*TERMINAL FEES-AIRCRAFT & PAX LOAD,Services,2TOF,
Facility Fee,*TERMINAL FEES-ARRIVAL & DEPARTURE GENERAL AVIATION TERMINAL SERVICE CHARGE FOR CREW,Services,2TOF,
Facility Fee,*TERMINAL FEES-BUSINESS JET,Services,2TOF,
Facility Fee,*TERMINAL FEES-BUSINESS JET TERMINAL (DEP),Services,2TOF,
Facility Fee,*TERMINAL FEES-CONCOURSE FEE,Services,2TOF,
Facility Fee,*TERMINAL FEES-CONTROL TERMINAL/NAV,Services,2TOF,
Facility Fee,*TERMINAL FEES-DISBURSEMENT CONTROL TERMINAL,Services,2TOF,
Facility Fee,*TERMINAL FEES-FBO,Services,2TOF,
Facility Fee,*TERMINAL FEES-FBO IN/OUT,Services,2TOF,
Facility Fee,*TERMINAL FEES-FBO TERMINAL FEE IN-OUT,Services,2TOF,
Facility Fee,*TERMINAL FEES-GAT,Services,2TOF,
Facility Fee,*TERMINAL FEES-HONG KONG,Services,2TOF,
Facility Fee,*TERMINAL FEES-ICELAND,Services,2TOF,
Facility Fee,*TERMINAL FEES-IN/OUT,Services,2TOF,
Facility Fee,*TERMINAL FEES-INTERNATIONAL TERMINAL FEE - DEPARTURE,Services,2TOF,
Facility Fee,*TERMINAL FEES-ITALY,Services,2TOF,
Facility Fee,*TERMINAL FEES-LUX AIRPORT / GAT FEE,Services,2TOF,
Facility Fee,*TERMINAL FEES-MAIN TERMINAL FOR CREW,Services,2TOF,
Facility Fee,*TERMINAL FEES-VIP,Services,2TOF,
Facility Fee,*TERMINAL FEES-VIP & MAIN TERMINAL,Services,2TOF,
Facility Fee,*TERMINAL OPERATIONS FEE,Services,7TOF,
Facility Fee,*TERMINAL OPERATIONS FEE-CREW - IN & OUT,Services,7TOF,
Facility Fee,*FACILITY FEE-7%,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-AIRPORT FACILITY PAX OUT,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-CIQ FACILITIES CHARGES,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-FACILITY FEE 7%,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-FACILITY PAX IN,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-FACILITY PAX OUT,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-FBO,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-FBO FEE,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-IN/OUT,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-PAX IN,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-PAX OUT,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-PORT FEE,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-ROYALTIES,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-ROYALTY FEE,Services,2FF,Facility Fee
Facility Fee,*FACILITY FEE-TARIFA H,Services,2FF,Facility Fee
Facility Fee,*COMMISSION FEE,Services,2CSF,
Facility Fee,*CALL OUT FEE,Services,,
Facility Fee,TURNOVER TAX,Retail,,
Flight Following,FLIGHT FOLLOWING,Retail,2FH,
Flight Following,ESCORT FEE,Retail,2ESC,
Flight Following,IN ROUTE CHARGES,Retail,2IR,
Flight Following,OVERFLIGHT CUBA,Retail,2OFCUBA,
Flight Following,*COMMUNICATION,Services,2CO,
Flight Following,*FLIGHT FOLLOWING,Services,2FH,
Flight Following,*ENROUTE CHARGES,Services,2IR,
Flight Following,*ENROUTE CHARGES-ARRIVAL,Services,2IR,
Flight Following,*ENROUTE CHARGES-ASECNA,Services,2IR,
Flight Following,*ENROUTE CHARGES-CHINA,Services,2IR,
Flight Following,*ENROUTE CHARGES-DENMARK/ICELAND,Services,2IR,
Flight Following,*ENROUTE CHARGES-DEPARTURE,Services,2IR,
Flight Following,*ENROUTE CHARGES-GHANA,Services,2IR,
Flight Following,*ENROUTE CHARGES-GREENLAND,Services,2IR,
Flight Following,*ENROUTE CHARGES-HONG KONG,Services,2IR,
Flight Following,*ENROUTE CHARGES-HONG KONG,Services,2IR,
Flight Following,*ENROUTE CHARGES-ICELAND,Services,2IR,
Flight Following,*ENROUTE CHARGES-INDONESIA,Services,2IR,
Flight Following,*ENROUTE CHARGES-PAPUA NEW GUINEA,Services,2IR,
Flight Following,*FLIGHT FOLLOWING-& SERVICES,Services,2FH,
Flight Following,ACTIVE FLIGHT FOLLOWING PROGRAM-FLEET SUBSCRIPTION - FEBRUARY,Services,1AFLFP,
Flight Following,ACTIVE FLIGHT FOLLOWING PROGRAM-FLEET SUBSCRIPTION - MARCH,Services,1AFLFP,
Flight Following,ACTIVE FLIGHT FOLLOWING PROGRAM-FLEET SUBSCRIPTION - MAY,Services,1AFLFP,
Flight Following,ACTIVE FLIGHT FOLLOWING PROGRAM-FLEET SUBSCRIPTION APRIL 2020,Services,1AFLFP,
Flight Following,ANNUAL FLIGHT FOLLOWING-JAN 2020 TO JUN 2020,Services,1AFLF,
Flight Following,FLIGHT FOLLOWING-DOWNLINE,Services,1FA,
Flight Following,FLIGHT FOLLOWING-HOMEBASE,Services,1FH,
Flight Following,*COORDINATION FEE-2 MOVEMENTS,Services,2GR,
Flight Following,*COORDINATION FEE-ADJUSTING ROUTE OUT OF ZSSS RESTRICTED TIME,Services,2GR,
Flight Following,*COORDINATION FEE-AIRPORT OPS PERSONNEL,Services,2GR,
Flight Following,*COORDINATION FEE-AIRPORT OPS PERSONNEL,Services,2GR,
Flight Following,*COORDINATION FEE-COORDINATIONS AND SUPERVISION,Services,2GR,
Flight Following,*COORDINATION FEE-FLIGHT,Services,2GR,
Flight Following,*COORDINATION FEE-FLIGHT CONCIERGE,Services,2GR,
Flight Following,*COORDINATION FEE-FUEL,Services,2GR,
Flight Following,*COORDINATION FEE-MEXICO,Services,2GR,
Flight Following,*COORDINATION FEE-OPERATIONAL SETUP,Services,2GR,
Flight Following,*COORDINATION FEE-OPS PERSONNEL,Services,2GR,
Flight Following,*COORDINATION FEE-PHILIPPINES,Services,2GR,
Flight Following,*COORDINATION FEE-SUPERVISORY,Services,2GR,
Flight Following,*COORDINATION FEE-TRANSPORT SETUP,Services,2GR,
Flight Following,*COORDINATION FEE-TRANSPORTATION,Services,2GR,
Flight Following,*COORDINATION FEE-TRANSPORTATION,Services,2GR,
Flight Following,*FUEL COORD FEE-1217.04 US GALLONS,Services,2FC,Jet Fuel
Flight Following,*FUEL COORD FEE-CUSTOM ON FUEL DUTY,Services,2FC,Jet Fuel
Flight Plans,*COORDINATION FEE,Contract,,
Flight Plans,FULL FLIGHT PLAN,Retail,2FFP,
Flight Plans,AIRCRAFT SERVICES,Retail,2AS,
Flight Plans,AIRPORT RUNWAY SLOT FEE,Retail,2EU,
Flight Plans,NAVIGATION FEES,Retail,2NF,
Flight Plans,*AGENT DISBURSEMENTS,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS,Services,7AD,
Flight Plans,*AIRCRAFT SERVICES,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES,Services,7AS,
Flight Plans,*AIRPORT RUNWAY SLOT FEE,Services,7EU,
Flight Plans,*FLIGHT PLAN & WEATHER BRIEFING,Services,2FPAWB,
Flight Plans,*FLIGHT PLAN FILING,Services,2FPFC,
Flight Plans,*FLIGHT PLAN FILING,Services,7FPF,
Flight Plans,*FLIGHT PLAN-ADHOC,Services,2FPAD,
Flight Plans,*FLIGHT PLANNING & WEATHER,Services,7FPW,
Flight Plans,*FULL FLIGHT PLAN,Services,2FFP,
Flight Plans,*NAVIGATION FEES,Services,2NF,
Flight Plans,*NAVIGATION FEES,Services,7NF,
Flight Plans,*NAVIGATION FEES-ATLANTIQUE NORD,Services,2NF,
Flight Plans,*NAVIGATION FEES-ATLANTIQUE NORD,Services,7NF,
Flight Plans,*NAVIGATION FEES-CAAP,Services,2NF,
Flight Plans,*NAVIGATION FEES-CAMBODIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-CAMBODIA,Services,7NF,
Flight Plans,*NAVIGATION FEES-CENAMER,Services,2NF,
Flight Plans,*NAVIGATION FEES-D.G.A.C,Services,2NF,
Flight Plans,*NAVIGATION FEES-DENMARK/ICELAND,Services,2NF,
Flight Plans,*NAVIGATION FEES-DENMARK/ICELAND,Services,7NF,
Flight Plans,*NAVIGATION FEES-EGYPT,Services,2NF,
Flight Plans,*NAVIGATION FEES-EGYPT,Services,7NF,
Flight Plans,*NAVIGATION FEES-FRANCE,Services,2NF,
Flight Plans,*NAVIGATION FEES-FRANCE,Services,7NF,
Flight Plans,*NAVIGATION FEES-IRELAND,Services,2NF,
Flight Plans,*NAVIGATION FEES-IRELAND,Services,7NF,
Flight Plans,*NAVIGATION FEES-MYANMAR,Services,2NF,
Flight Plans,*NAVIGATION FEES-MYANMAR,Services,7NF,
Flight Plans,*NAVIGATION FEES-OMAN,Services,2NF,
Flight Plans,*NAVIGATION FEES-OMAN,Services,7NF,
Flight Plans,*NAVIGATION FEES-PERU,Services,2NF,
Flight Plans,*NAVIGATION FEES-PERU,Services,7NF,
Flight Plans,*NAVIGATION FEES-PHILIPPINES,Services,2NF,
Flight Plans,*NAVIGATION FEES-PHILIPPINES,Services,7NF,
Flight Plans,*NAVIGATION FEES-RUSSIAN FEDERATION,Services,2NF,
Flight Plans,*NAVIGATION FEES-RUSSIAN FEDERATION,Services,7NF,
Flight Plans,*NAVIGATION FEES-SAUDI ARABIA,Services,2NF,
Flight Plans,*NAVIGATION FEES-SAUDI ARABIA,Services,7NF,
Flight Plans,*NAVIGATION FEES-SHANWICK,Services,2NF,
Flight Plans,*NAVIGATION FEES-SHANWICK,Services,7NF,
Flight Plans,*NAVIGATION FEES-THAILAND,Services,2NF,
Flight Plans,*NAVIGATION FEES-THAILAND,Services,7NF,
Flight Plans,*NAVIGATION FEES-UKRAINE,Services,2NF,
Flight Plans,*NAVIGATION FEES-UKRAINE,Services,7NF,
Flight Plans,*NAVIGATION FEES-VIETNAM,Services,2NF,
Flight Plans,*NAVIGATION FEES-VIETNAM,Services,7NF,
Flight Plans,*SLOT COORDINATION,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-ARRIVAL,Services,2SLCO,
Flight Plans,*SLOT COORDINATION-DEPARTURE,Services,2SLCO,
Flight Plans,FLIGHT PLAN -FULL-RC#360310,Services,1F2,
Flight Plans,FLIGHT PLAN -FULL-RC#360315,Services,1F2,
Flight Plans,FULL FLIGHT PLAN,Services,6FP,
Flight Plans,FLIGHT PLAN -FULL-RC#360310,Services,,
Flight Plans,FLIGHT PLAN -FULL-RC#360315,Services,,
Flight Plans,*NAVIGATION FEES-CENAMER,Services,,
Flight Plans,*NAVIGATION FEES-CENAMER,Services,,
Flight Plans,*NAVIGATION FEES-CENAMER,Services,,
Flight Plans,*NAVIGATION FEES-D.G.A.C,Services,,
Flight Plans,*AGENT DISBURSEMENTS-10%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-12%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-15%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-15%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-3RD PARTY DISBURSEMENT (10%),Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-5%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-8%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-AGENT DISPURSEMENT 15%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-AIRPORT DISBURSEMENT,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-AIRPORT DISBURSEMENTS,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-CATERING,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-CATERING,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-CONTROL TERMINAL,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-DISBURSEMENT FEE,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-DISBURSEMENT SERVICE CHARGE 17.5%,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-FBO,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-LANDIN/CONTROL TERM/NAV/CATERING,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-LANDING/CONTROL TERMINAL /NAV,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-LPLA,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-MONGOLIA,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-SERVICES MANAGED BY ISLAND AIR,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-SKYTOURS DISBURSEMENTS,Services,2AD,
Flight Plans,*AGENT DISBURSEMENTS-SKYTOURS DISBURSEMENTS FEES,Services,2AD,
Flight Plans,*AIRCRAFT SERVICES-AFIS FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-AIRCRAFT DAY WORK,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-AIRCRAFT LICENCE FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-AIRCRAFT LICENCE FEE FEB 2020,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-AIRCRAFT LICENCE FEE MARCH 2020,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-AIRCRAFT PICS,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-AIRCRAFT VISIT 9 PEOPLE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-APPROVAL FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-APRON ID CARD,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-ARRIVAL MOVEMENT,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-BOARD TO BOARD PLATINUM ASSISTANCE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-BRIEFING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-CATERING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-CHARTER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-CREW BRIEFING PRINTING AND DELIVERY,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-CREW MEMBER STATUS CHANGE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-DEPARTURE MOVEMENT,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-DESCENT SPRAY,Services,7AS,
Flight Plans,*AIRCRAFT SERVICES-DOCUMENTATION,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-DOWNLOADED 2 NEWSPAPERS & PRINTED,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-DOWNLOADED NEWSPAPER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-EARLY ARRIVAL CHARGES,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-ECONOMIC REGULATIONS FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-EXTRA PAPERWORK FOR FLIGHT,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FBO NEWSPAPERS ONLINE GVA,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FLIGHT BRIEF,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FLIGHT DOCUMENT PRINT,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FLIGHT PLAN/WEATHER/IMMIGRATION,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FLIGHT SETUP REVISION,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FOREIGN NEWSPAPER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-FUEL SPILL FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-GENERAL AVIATION FEES,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-HEATER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-HEATER UNIT,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-INFRASTRUCTURE FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-INSECT REPELLENT CANS,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-INTERNATIONAL NEWSPAPERS,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-INTERNATIONALIZATION,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-INTO PLANE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-LICENSE FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-MCCARRAN INTERNATIONAL AIRPORT / AIRCRAFT FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-MOVEMENT - ARRIVAL/DEPARTURE,Services,7AS,
Flight Plans,*AIRCRAFT SERVICES-MULTISERVICE FEE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NEWSPAPER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NEWSPAPER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NEWSPAPER/MAGAZINES,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NEWSPAPERS,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NEWSPAPERS,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NEWSPAPERS AMD MAGAZINES JDA,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-NIGHT/WEKEND SURCHARGE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-PORTABLE MOUNTED A/C UNIT 4/29/20 - 5/28/20,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-PORTER SERVICE,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-POSITIONING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-POSITIONING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-PRINTED NEWSPAPER,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-PRINTING AND DELIVERY,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-PRINTING BRIEFING,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-PRINTING OF BRIEFING/FLIGHT PLANS,Services,2AS,
Flight Plans,*AIRCRAFT SERVICES-REPOSITION,Services,7AS,
