Subcategory,ITEM_DESC,SOURCE,ITEM,Subcategory2
Catering,*CATERING-INCL ARRANGEMENT,Services,2CA,
Catering,*CATERING-INCL COLLECTION,Services,2CA,
Catering,*CATERING-INCL DELIVERY,Services,2CA,
Catering,*CATERING-INCL MEAL PICKUP,Services,2CA,
Catering,*CATERING-INCL TRANSPORT,Services,2CA,
Catering,*CATERING-INCLUDING TABLE FLOWERS,Services,2CA,
Catering,*CATERING-KINCAID GRILL,Services,2CA,
Catering,*CATERING-LARGE ICE BAG,Services,2CA,
Catering,*CATERING-MINERAL WATER/ICE,Services,2CA,
Catering,*CATERING-NAMIBIA FLIGHT SUPPORT,Services,2CA,
Catering,*CATERING-NON FLIGHT CATERING (HIGH FLYING FOODS) & ICE,Services,2CA,
Catering,*CATERING-ON BOARD DELIVERY,Services,2CA,
Catering,*CATERING-ORANGE JUICE,Services,2CA,
Catering,*CATERING-PRIVATE CATERING,Services,2CA,
Catering,*CATERING-REF STORAGE/ICE,Services,2CA,
Catering,*CATERING-REPLENISHMENT OF DRINKING WATER,Services,2CA,
Catering,*CATERING-ROKAF,Services,2CA,
Catering,*CATERING-SAMSON,Services,2CA,
Catering,*CATERING-SERVICE 1,Services,2CA,
Catering,*CATERING-SERVICE 2,Services,2CA,
Catering,*CATERING-SNACK BOX & STILL WATER,Services,2CA,
Catering,*CATERING-SOFT DRINKS / BOTTLED WATER,Services,2CA,
Catering,*CATERING-STILL WATER  & SOFT DRINKS,Services,2CA,
Catering,*CATERING-SUPPLY TO AIRCRAFT,Services,2CA,
Catering,*CATERING-TRANSPORTATION,Services,2CA,
Catering,*CATERING-UPLIFT,Services,2CA,
Catering,*CATERING-WATER,Services,2CA,
Catering,*CATERING-WATER & ICE,Services,2CA,
Catering,*CATERING-WATER- 6 STILL WATERS,Services,2CA,
Catering,*CATERING-WET ICE,Services,2CA,
Catering,*CATERING-WET ICE/COFFEE,Services,2CA,
Catering,*CATERING-WINE,Services,2CA,
Catering,*WASTE DISPOSAL-CATERING DISPOSAL,Services,2TC,Jet Fuel
Catering,*WASTE DISPOSAL-IN FLIGHT CATERING DISPOSAL,Services,2TC,Jet Fuel
Catering,*WASTE DISPOSAL-INFLIGHT CATERING,Services,2TC,Jet Fuel
Catering,*WASTE DISPOSAL-INTERNATIONAL,Services,2TC,Jet Fuel
Catering,*WASTE DISPOSAL-INTERNATIONAL WASTE DISPOSAL,Services,2TC,Jet Fuel
Catering,*WASTE DISPOSAL-RACINE COMMERCIAL AIRPORT / INTN'L TRASH REMOVAL,Services,2TC,Jet Fuel
Customs,CUSTOMS FEE,Contract,8530,
Customs,CUSTOMS DUTY - EA,Contract,8018,
Customs,CUSTOMS FEE - EA,Contract,853,
Customs,IMMIGRATION,Retail,2CU,
Customs,FBO CUSTM CODE/SEE RCPT,Retail,2FBO,
Customs,HEALTH AUTH FEES,Retail,2HAF,
Customs,TOURIST CARDS,Retail,2TOUR,
Customs,VISA CHARGE,Retail,2VISA,
Customs,*CUSTOMS,Services,7CUS,
Customs,*CUSTOMS FEE,Services,2CUS,
Customs,CUSTOMS FEE,Services,2CUS,
Customs,IMMIGRATION,Services,2CU,
Customs,*IMMIGRATION,Services,,
Customs,*IMMIGRATION-MIGRATORY SERVICE TAX,Services,,
Customs,*BAGGAGE TRACTOR,Services,2BH,
Customs,*BAGGAGE TRACTOR-TROLLEY,Services,2BH,
Customs,*COORDINATION FEE-CUSTOMS & MIGRATION,Services,2GR,
Customs,*COORDINATION FEE-IMMIGRATION & CUSTOMS FOR ARRIVAL/DEPARTURE,Services,2GR,
Customs,*COORDINATION FEE-IMMIGRATION/CUSTOMS,Services,2GR,
Customs,*CREW SERVICES-BRITISH AIRWAYS / V. MANERA / EXTRA BAGGAGE,Services,2CRSVC,
Customs,*CUSTOMS AND IMMIGRATION,Services,7CU,
Customs,*CUSTOMS AND IMMIGRATION-CREW,Services,7CU,
Customs,*CUSTOMS AND IMMIGRATION-PROCESSING FEE & AQIS,Services,7CU,
Customs,*CUSTOMS FEE-& HEALTH,Services,2CUS,
Customs,*CUSTOMS FEE-& IMMIGRATION,Services,2CUS,
Customs,*CUSTOMS FEE-& IMMIGRATION,Services,2CUS,
Customs,*CUSTOMS FEE-& IMMIGRATIONS,Services,2CUS,
Customs,"*CUSTOMS FEE-, IMMIGRATION, QUARANTINE",Services,2CUS,
Customs,*CUSTOMS FEE-ARR / DEP,Services,2CUS,
Customs,*CUSTOMS FEE-ARRIVAL & DEPARTURE,Services,2CUS,
Customs,*CUSTOMS FEE-ATTENDANCE,Services,2CUS,
Customs,*CUSTOMS FEE-ATTENDANCE AND CLEARANCE CHARGES,Services,2CUS,
Customs,*CUSTOMS FEE-BDA GOVT,Services,2CUS,
Customs,*CUSTOMS FEE-BDA GOVT CUSTOMS FEE,Services,2CUS,
Customs,*CUSTOMS FEE-BORDER AUTHORITIES CHARGE,Services,2CUS,
Customs,*CUSTOMS FEE-BORDER CROSSING TAX,Services,2CUS,
Customs,*CUSTOMS FEE-BORDER FORCE,Services,2CUS,
Customs,*CUSTOMS FEE-CAYMAN APIS,Services,2CUS,
Customs,*CUSTOMS FEE-CAYMAN APIS IN/OUT,Services,2CUS,
Customs,*CUSTOMS FEE-CIP CHARGES,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ ARRIVAL & DEPARTURE,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ ARRIVAL/DEPARTURE,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ ASSISTANCE,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ ASSISTANCE FEE,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ FACILITIES,Services,2CUS,
Customs,*CUSTOMS FEE-CIQ FACILITIES,Services,2CUS,
Customs,*CUSTOMS FEE-CLEARANCE,Services,2CUS,
Customs,*CUSTOMS FEE-CLEARANCE & PARKING,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOM ATTENDANCE / FLIGHT CLEARANCE CHARGES,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS & IMMIGRATION,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS AGENT FEE FOR FILING BILL OF ENTRY FOR FUEL DUTY,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS ARRIVAL SURCHARGE,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS ATTENDANCE / FLIGHT CLEARANCE CHARGES,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS OVERTIME,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS PAPERWORK FOR CATERING,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS PAPERWORK FOR CATERING,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS SURCHARGE ARRIVAL ? DEPARTURE SURCHARGE,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS-PROCESSING,Services,2CUS,
Customs,*CUSTOMS FEE-CUSTOMS/IMMIGRATION,Services,2CUS,
Customs,*CUSTOMS FEE-DECAL / B55411,Services,2CUS,
Customs,*CUSTOMS FEE-DECAL / B66666,Services,2CUS,
Customs,*CUSTOMS FEE-DECAL / DTOPS,Services,2CUS,
Customs,*CUSTOMS FEE-DECAL /DTOPS,Services,2CUS,
Customs,*CUSTOMS FEE-DECAL/ B66666,Services,2CUS,
Customs,*CUSTOMS FEE-DECAL/DTOPS,Services,2CUS,
Customs,*CUSTOMS FEE-DTOPS / DECAL,Services,2CUS,
Customs,*CUSTOMS FEE-DTOPS / DECAL / B00777,Services,2CUS,
Customs,*CUSTOMS FEE-FOR SHIPMENT OF MONITOR/ OUTLINE AIRSHOW,Services,2CUS,
Customs,*CUSTOMS FEE-FOREIGN OPERATOR'S FEE,Services,2CUS,
Customs,*CUSTOMS FEE-GOVERNMENT TAX,Services,2CUS,
Customs,*CUSTOMS FEE-H.M. CUSTOM ATTENDANCE / FLIGHT CLEARANCE CHARGES,Services,2CUS,
Customs,*CUSTOMS FEE-HOLIDAY,Services,2CUS,
Customs,*CUSTOMS FEE-IGM/EGM FEE FOR INTERNATIONAL ARRIVALS,Services,2CUS,
Customs,*CUSTOMS FEE-IMMIGRATION,Services,2CUS,
Customs,*CUSTOMS FEE-IMMIGRATION OVERTIME,Services,2CUS,
Customs,*CUSTOMS FEE-IMMIGRATION REVENUE,Services,2CUS,
Customs,*CUSTOMS FEE-IMMIGRATIONS,Services,2CUS,
Customs,*CUSTOMS FEE-INTERNATIONAL DEPARTURE,Services,2CUS,
Customs,*CUSTOMS FEE-INWARD/OUTWARD,Services,2CUS,
Customs,*CUSTOMS FEE-INWARD/OUTWARD,Services,2CUS,
Customs,*CUSTOMS FEE-MIGRATIONS INTERNATIONAL,Services,2CUS,
Customs,*CUSTOMS FEE-MULTIPLE ENTRY PERMITS,Services,2CUS,
Customs,*CUSTOMS FEE-NATIONAL TREASURY PALAU / CUSTOMS OVERTIME IMMIGRATION,Services,2CUS,
Customs,*CUSTOMS FEE-NEPZA,Services,2CUS,
Customs,*CUSTOMS FEE-O.I.R.S.A R/085042,Services,2CUS,
Customs,*CUSTOMS FEE-ON FUEL ON BOARD ON ARRIVAL,Services,2CUS,
Customs,*CUSTOMS FEE-OUTWARD,Services,2CUS,
Customs,*CUSTOMS FEE-OVERTIME,Services,2CUS,
Customs,*CUSTOMS FEE-OVERTIME CHRGS,Services,2CUS,
Customs,*CUSTOMS FEE-OVERTIME CHRGS QUARANTINE,Services,2CUS,
Customs,*CUSTOMS FEE-RECOVERY FEE,Services,2CUS,
Customs,*CUSTOMS FEE-SUNDAY ARRIVAL SURCHARGE,Services,2CUS,
Customs,*CUSTOMS FEE-UK BORDER FORCE CHARGE,Services,2CUS,
Customs,*CUSTOMS FEE-UK BORDER FORCE SERVICES,Services,2CUS,
Customs,*CUSTOMS FEE-UK BORDER FORCE SERVICVES,Services,2CUS,
Customs,*CUSTOMS FEE-UKBK FEE,Services,2CUS,
Customs,*CUSTOMS FEE-UNITED KINGDOM BORDER FORCE SERV,Services,2CUS,
Customs,*CUSTOMS-EXPORT,Services,7CUS,
Customs,*IMMIGRATION-& CUSTOMS,Services,2CU,
Customs,*IMMIGRATION-& CUSTOMS,Services,2CU,
Customs,*IMMIGRATION-& CUSTOMS ARRIVAL/DEPARTURE,Services,2CU,
Customs,*IMMIGRATION-& CUSTOMS ARRIVAL/DEPARTURE,Services,2CU,
Customs,*IMMIGRATION-CUSTOMS & IMMIGRATION,Services,2CU,
Customs,*IMMIGRATION-CUSTOMS & IMMIGRATION,Services,2CU,
Customs,*IMMIGRATION-CUSTOMS AND IMMIGRATION PROCEDURES,Services,2CU,
Customs,*IMMIGRATION-IMMIGRATION & CUSTOMS & COORDINATION ARR/DEP,Services,2CU,
Customs,*OVERTIME FEE-CUSTOMS,Services,2OVR,
Customs,*OVERTIME FEE-CUSTOMS,Services,2OVR,
Customs,*OVERTIME FEE-CUSTOMS & IMMIGRATION,Services,2OVR,
Customs,*OVERTIME FEE-CUSTOMS OVERTIME,Services,2OVR,
Customs,*OVERTIME FEE-CUSTOMS/IMMIGRATION,Services,2OVR,
Customs,*OVERTIME FEE-GOVERNMENT (CUSTOMS),Services,2OVR,
Customs,*OVERTIME FEE-GOVERNMENT CUSTOMS,Services,2OVR,
Customs,*OVERTIME FEE-IMMIGRATION OVERTIME/CUSTOMS,Services,2OVR,
Customs,*PASSENGER TAXES-CUSTOMS DEPARTURE TAX,Services,2PXTAX,
Customs,*SECURITY SCREENING-BAGGAGE,Services,2SE,
Customs,*SECURITY-AIRPORT CUSTOMS CLEARANCE AT FBO & SECURITY FEES,Services,2SE,
Customs,CUSTOMS ADVISORY (U.S. OR CANADA)-UNITED STATES,Services,6AD,
Customs,CUSTOMS RIGHTS,Services,6CR,
Customs,CUSTOMS RIGHTS-BRAZIL,Services,6CR,
Customs,CUSTOMS SETUP,Services,1CUSU,
Customs,CUSTOMS SETUP-FVCZ,Services,1CUSU,
Customs,U.S. CUSTOMS DECAL,Services,1USCD,
Customs,*IMMIGRATION-/AGRICULTURE,Services,2CU,
Customs,*IMMIGRATION-ARRIVAL/DEPARTURE,Services,2CU,
Customs,*IMMIGRATION-ATTENDANCE,Services,2CU,
Customs,*IMMIGRATION-CREW & PASSENGER ARRIVAL & DEPARTURE,Services,2CU,
Customs,*IMMIGRATION-DNI,Services,2CU,
Customs,*IMMIGRATION-DSM,Services,2CU,
Customs,*IMMIGRATION-DSME,Services,2CU,
Customs,*IMMIGRATION-IMMIGRATION AND MIGRATORY SERVICE TAX,Services,2CU,
Customs,*IMMIGRATION-IMMIGRATION SUPPORT SERVICE,Services,2CU,
Customs,*IMMIGRATION-INBOUND,Services,2CU,
Customs,*IMMIGRATION-INBOUND/OUTBOUND,Services,2CU,
Customs,*IMMIGRATION-MIGGRATORY SERVICE TAX / NON IMMIGRANT FEE,Services,2CU,
Customs,*IMMIGRATION-MIGRATORY,Services,2CU,
Customs,*IMMIGRATION-MIGRATORY,Services,2CU,
Customs,*IMMIGRATION-MIGRATORY SERVICE,Services,2CU,
Customs,*IMMIGRATION-MIGRATORY SERVICE FEE,Services,2CU,
Customs,*IMMIGRATION-MIGRATORY SERVICE TAX,Services,2CU,
Customs,*IMMIGRATION-MIGRATORY SERVICE TAX / NON IMMIGRANT FEE,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRANT,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRANT,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRANT FEE,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRANT FEE,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRATION,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRATION FEE,Services,2CU,
Customs,*IMMIGRATION-NON IMMIGRATION FEE,Services,2CU,
Customs,*IMMIGRATION-NON-IMMIGRANT,Services,2CU,
Customs,*IMMIGRATION-NON-IMMIGRANT FEE,Services,2CU,
Customs,*IMMIGRATION-OUTBOUND,Services,2CU,
Customs,*IMMIGRATION-OVERTIME,Services,2CU,
Customs,*IMMIGRATION-OVERTIME CHRGS,Services,2CU,
Customs,*IMMIGRATION-PENALTY,Services,2CU,
Customs,*IMMIGRATION-SUPPORT SERVICE,Services,2CU,
Customs,*IMMIGRATION-SUPPORT SERVICE,Services,2CU,
Customs,*IMMIGRATION-UK BORDER FORCE SERVICES,Services,2CU,
Customs,*TOURIST CARDS-DEVELOPMENT FEE,Services,2TOUR,Customs
Customs,*TOURIST CARDS-PASSENGERS - DEPARTURE,Services,2TOUR,Customs
Customs,*TOURIST CARDS-TOURIST FEE,Services,2TOUR,Customs
Customs,*VISA CHARGE-5%,Services,2VISA,Customs
Customs,*VISA CHARGE-CREW,Services,2VISA,Customs
Customs,*VISA CHARGE-CREW VISA,Services,2VISA,Customs
Customs,*VISA CHARGE-CREW VISAS,Services,2VISA,Customs
Customs,*VISA CHARGE-ENTRANCE CARDS,Services,2VISA,Customs
Customs,*VISA CHARGE-LOST VISA,Services,2VISA,Customs
Customs,*VISA CHARGE-MR BOTHA,Services,2VISA,Customs
Customs,*VISA CHARGE-MR MARTIN ROSSOUW,Services,2VISA,Customs
Customs,*VISA CHARGE-SAUDI VISA / S. BERNSTEIN,Services,2VISA,Customs
Customs,*VISA CHARGE-SCHENGEN,Services,2VISA,Customs
Customs,*VISA STAMP FEE,Services,2VISA,Customs
Customs,CUSTOM DECAL COORDINATION,Services,1CUSU,Customs
Customs,CUSTOM DECAL COORIDNATION,Services,1CUSU,Customs
Customs,CUSTOMS COORDINATION -US ARRIVAL-UNITED STATES,Services,,
Deice,DE-ICE TYPE I,Contract,8311,
Deice,DE-ICE TYPE IV,Contract,8314,
Deice,DEICING/ANTI-ICING FLUID,Contract,8160,
Deice,DEICING/ANTI-ICING FLUID - EA,Contract,8560,
Deice,DEICE APPLICATION FEE,Retail,2DIAPFE,
Deice,DEICE DISCOUNT,Retail,2DIDISC,
Deice,DEICING,Retail,2DI,
Deice,TKS DEICING,Retail,2TKDI,
Deice,TYPE 4 DEICING,Retail,2TY4DI,
Deice,*LANDING FEES-DE-ICING,Services,2LA,
Deice,*DEICING - FLUID TYPE 1,Services,2DI,Jet Fuel
Deice,*DEICING - FLUID TYPE 1-QTY 62.04,Services,2DI,Jet Fuel
Deice,*DEICING - FLUID TYPE 2,Services,2DI,Jet Fuel
Deice,*DEICING - FLUID TYPE 2-75%,Services,2DI,Jet Fuel
Deice,*DEICING-ADIC,Services,2DI,Jet Fuel
Deice,*DEICING-AEROMAG/AV AIRPRO,Services,2DI,Jet Fuel
Deice,*DEICING-ANTI ICING FLUID,Services,2DI,Jet Fuel
Deice,*DEICING-CHARGE PER CALL OUT,Services,2DI,Jet Fuel
Deice,*DEICING-CHARGE PER LITERS,Services,2DI,Jet Fuel
Deice,*DEICING-DE-ICING/FLUID,Services,2DI,Jet Fuel
Deice,*DEICING-DEICING LIQUID,Services,2DI,Jet Fuel
Deice,*DEICING-HOT WATER,Services,2DI,Jet Fuel
Deice,*DEICING-INCLUDES SET UP FEES,Services,2DI,Jet Fuel
Deice,*DEICING-LANDING,Services,2DI,Jet Fuel
Deice,*DEICING-LANDING CHARGE,Services,2DI,Jet Fuel
Deice,*DEICING-LANDING DEICING FEE,Services,2DI,Jet Fuel
Deice,*DEICING-MANPOWER,Services,2DI,Jet Fuel
Deice,*DEICING-STATION,Services,2DI,Jet Fuel
Deice,*DEICING-WATER,Services,2DI,Jet Fuel
Document Packages,*AIRLINE TICKETS,Services,2AT,
Document Packages,*AIRLINE TICKETS,Services,7AT,
Document Packages,*AGENT RELOCATION-COMMERCIAL FLIGHT TICKET,Services,2AGREL,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET - LUN-JNB-LUN C KAOMA NEW TICKET,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET JNB-LUN T MAHONE,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET JNB-LUN-JNB B.A.LILLEBO,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET JNB-LUN-JNB L HUTCHEON,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET JNB-LUN-JNB M CALLOW,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET LUN- JNB B.A ROGERS,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET LUN-JNB-LUN E MAUTA,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET LUN-JNB-LUN-C FERREIRA,Services,2AT,
Document Packages,*AIRLINE TICKETS-AIRLINE TICKET- LUN-JNB-LUN C KAOMA,Services,2AT,
Document Packages,*AIRLINE TICKETS-C KAOMA,Services,2AT,
Document Packages,*AIRLINE TICKETS-C KAOME,Services,2AT,
Document Packages,*AIRLINE TICKETS-D. KRUGER / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-D. KRUGER / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-DATE CHANGE - FM ROSS,Services,2AT,
Document Packages,*AIRLINE TICKETS-E KALOMBE,Services,2AT,
Document Packages,*AIRLINE TICKETS-E MAUTA,Services,2AT,
Document Packages,*AIRLINE TICKETS-EJ KALOMBE,Services,2AT,
Document Packages,*AIRLINE TICKETS-FM ROSS,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH  AMERICAN AIRLINES / M. VILLEZCAS,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AIR EUROPA LINEAS / V. MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AMERICAN AIRLINES / J. SPEIGEL,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AMERICAN AIRLINES / M. FRUMOSU,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AMERICAN AIRLINES / M. PUCCI,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AMERICAN AIRLINES / M. VILLEZCAS,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AMERICAN AIRLINES / M. VILLEZCAS / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH AMERICAN AIRLINES / R. SMAGLIK,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / J. OLIVEIRA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / M. FRUMOSU,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / M. PUCCI,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / R. SMAGLIK,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / V. HERNANDO MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / V. MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH BRITISH AIRWAYS / V. MANERO,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH CONDOR FLUGDIENST / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH CONDOR FLUGDIENST / V. MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH DELTA AIRLINES / D. KRUGER,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH DELTA AIRLINES / M. FRUMOSU,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH DELTA AIRLINES / M. VILLEZCAS,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH DELTA AIRLINES / M. VILLEZCAS / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH DEUTSCHE LUFTHANSA / R. BLADES,Services,2AT,
Document Packages,"*AIRLINE TICKETS-FROSCH DEUTSCHE LUFTHANSA / R. BLADES, SERVICE FEE",Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH DEUTSCHE LUFTHANSA / V. MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH EMIRATES / J. DE OLIVEIRA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH EMIRATES / J. SPIEGEL,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH EMIRATES / R. BLADES,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH ETIHAD AIRWAYS / R. SMAGLIK,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH IBERIA LINEAS / V. MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH SAUDI ARABIAN AIRLINES / M. FRUMOSU,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH SOUTH AFRICAN AIRWAYS / D. KRUGER,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH TAP PORTUGAL / D. KRUGER,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH TAP PORTUGAL / M. PUCCI,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH TURKISH AIRLINES / H. KHAN,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH TURKISH AIRLINES / V. MANERA,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH UNITED AIRLINES / H. KHAN,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH UNITED AIRLINES / J. SPIEGEL,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH UNITED AIRLINES / R. BLADES,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH UNITED AIRLINES / R. SMAGLIK,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSCH VIRGIN ATLANTIC AIRWAYS / M. FRUMOSU,Services,2AT,
Document Packages,*AIRLINE TICKETS-FROSH AMERICAN AIRLINES / M. VILLEZCAS,Services,2AT,
Document Packages,*AIRLINE TICKETS-G ROBINSON,Services,2AT,
Document Packages,*AIRLINE TICKETS-H MUKUNTE,Services,2AT,
Document Packages,*AIRLINE TICKETS-H MUKUNTZ,Services,2AT,
Document Packages,*AIRLINE TICKETS-H. KHAN / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-H. KHAN / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-HANDLER,Services,2AT,
Document Packages,*AIRLINE TICKETS-J MULENGA,Services,2AT,
Document Packages,*AIRLINE TICKETS-J VAN NIEKERK - DATE CHANGE,Services,2AT,
Document Packages,*AIRLINE TICKETS-J VAN NIRKERK,Services,2AT,
Document Packages,*AIRLINE TICKETS-J. DE OLIVEIRA / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-J. OLIVEIRA / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-J. SPEIGEL / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-J. SPIEGEL / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-J. SPIEGEL / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-K MASANGA,Services,2AT,
Document Packages,*AIRLINE TICKETS-KL CHIWELE,Services,2AT,
Document Packages,*AIRLINE TICKETS-M KASANGA,Services,2AT,
Document Packages,*AIRLINE TICKETS-M. FRUMOSU / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-M. PUCCI / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-M. PUCCI / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-M. PUCCI / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-M. PUCCI / SERVICE FEES (2),Services,2AT,
Document Packages,*AIRLINE TICKETS-M. VILLEZCAS / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-M. VILLEZCAS / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-N CHIKUMBU,Services,2AT,
Document Packages,*AIRLINE TICKETS-O PHIRI,Services,2AT,
Document Packages,*AIRLINE TICKETS-P HINE,Services,2AT,
Document Packages,*AIRLINE TICKETS-P SINYINZA,Services,2AT,
Document Packages,*AIRLINE TICKETS-PJ WHITTALL,Services,2AT,
Document Packages,*AIRLINE TICKETS-R. BLADES / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-R. SMAGLIK / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-S CHIAYUKA - TIME CHANGE  - TRIP CANCELLED FLIGHT DATE TBA,Services,2AT,
Document Packages,*AIRLINE TICKETS-S CHIYUKA  - TRIP CANCELLED FLIGHT DATE TBA,Services,2AT,
Document Packages,*AIRLINE TICKETS-S CHIYUKA - DATE CHANGE  - TRIP CANCELLED FLIGHT DATE TBA,Services,2AT,
Document Packages,*AIRLINE TICKETS-S CHIZUKA - TRIP CANCELLED FLIGHT DATE TBA,Services,2AT,
Document Packages,*AIRLINE TICKETS-T MAHONE - DATE CHANGE,Services,2AT,
Document Packages,*AIRLINE TICKETS-TE BIEMBA,Services,2AT,
Document Packages,*AIRLINE TICKETS-V. MANERA / SERVICE FEE,Services,2AT,
Document Packages,*AIRLINE TICKETS-V. MANERA / SERVICE FEES,Services,2AT,
Document Packages,*AIRLINE TICKETS-V. MANERO / SERVICE FEE,Services,2AT,
Document Packages,*COMMISSION FEE-TICKET SALES,Services,2CSF,
Document Packages,GENERAL DECLARATIONS -DEPARTURE,Services,,
Document Packages,GENERAL DECLARATIONS -DEPARTURE -REVISION,Services,,
Document Packages,GENERAL DECLARATIONS -ARRIVAL,Services,,
Facility Fee,A.S.A. STORAGE FEE,Contract,8063,
Facility Fee,INFRASTRUCTURE FEE,Contract,8153,
Facility Fee,INFRASTRUCTURE FEE,Contract,8831,
